elapsed_ms,actual_interval_ms,encoder,delta_counts,command_speed_hz,reference_speed_hz,actual_speed_hz,position_error_arcsec
2010398,83.5586550001608,16218578,-24.0,59.42,59.42,43.826810938890205,261.14094603495704
2010482,83.4336150001036,16218545,-33.0,59.42,59.42,60.352178083363015,261.12125924129197
2010565,83.4929189986724,16218520,-25.0,59.42,59.42,45.68887171959645,261.41145489905244
2010649,83.43518400033645,16218489,-31.0,59.42,59.42,56.69340418013491,261.46903932385845
2010732,83.42555300077947,16218469,-20.0,59.42,59.42,36.58061232715456,261.95134079976884
2010816,83.4231879998697,16218438,-31.0,59.42,59.42,56.70155651906264,262.0087447964806
2010899,83.42091200029245,16218417,-21.0,59.42,59.42,38.41177980784682,262.45235265873845
2010983,83.4288040005049,16218385,-32.0,59.42,59.42,58.52669900398488,262.4712173141463
2011066,83.41947099870595,16218366,-19.0,59.42,59.42,34.75411540214603,262.9920511223786
2011149,83.428690000801,16218344,-22.0,59.42,59.42,40.237160546543045,263.397152161297
2011233,83.44653899985133,16218312,-32.0,59.42,59.42,58.514260250011084,263.41628356328783
2011316,83.66157899945392,16218284,-28.0,59.42,59.42,51.06837557450221,263.5931445539705
2011400,83.62173299974529,16218254,-30.0,59.42,59.42,54.742189076181226,263.6921586137945
2011484,83.49148799970862,16218228,-26.0,59.42,59.42,47.517240994241774,263.9437089385324
2011567,83.48468000076537,16218195,-33.0,59.42,59.42,60.31526251976814,263.9247901975844
2011650,83.41660800033424,16218165,-30.0,59.42,59.42,54.876802455593236,264.02071903639387
2011734,83.49709899994195,16218138,-27.0,59.42,59.42,49.34151121678927,264.2337299446183
2011817,83.4539469997253,16218105,-33.0,59.42,59.42,60.337474399402275,264.2143489582058
2011901,83.58005400077673,16218070,-35.0,59.42,59.42,63.89773535950777,264.11961708815875
2011984,83.46369999890157,16218033,-37.0,59.42,59.42,67.64320241253743,263.9458875543012
2012068,83.55735900113359,16218006,-27.0,59.42,59.42,49.30592704371026,264.1598048143723
2012152,83.47361499909312,16217970,-36.0,59.42,59.42,65.80719024280522,264.0248482187487
2012235,83.49202099998365,16217933,-37.0,59.42,59.42,67.62025742706726,263.85154465221814
2012318,83.45702699989488,16217897,-36.0,59.42,59.42,65.82027014342266,263.7163385616823
2012402,83.42379799978517,16217860,-37.0,59.42,59.42,67.67555647777556,263.5420088743254
2012486,83.6228670013952,16217825,-35.0,59.42,59.42,63.86502117639539,263.4479209412416
2012569,83.48753999962355,16217782,-43.0,59.42,59.42,78.5899224830985,263.0428071184982
2012652,83.49024899871438,16217756,-26.0,59.42,59.42,47.51794615334169,263.2943388078093
2012736,83.54950100147107,16217717,-39.0,59.42,59.42,71.22637075079864,263.04465216038966
2012820,83.58952299931843,16217676,-41.0,59.42,59.42,74.84315367699863,262.7183198517039
2012903,83.4457469991321,16217645,-31.0,59.42,59.42,56.68622763271804,262.77606315127383
2012986,83.40436200160184,16217612,-33.0,59.42,59.42,60.373345827263705,262.7559363723999
2013070,83.40280999982497,16217572,-40.0,59.42,59.42,73.18117489102356,262.465419581651
2013153,83.41203199961456,16217536,-36.0,59.42,59.42,65.8557756095114,262.3295367353769
2013237,83.40306500031147,16217501,-35.0,59.42,59.42,64.0333322505001,262.2321428290829
